,TYPE,Opti Camera,Opti Camera,Opti Camera,Opti Camera,Opti Camera,Opti Camera,Opti Camera,Opti Camera,Opti Camera,Opti Camera,Opti Camera,Opti Camera,Opti Camera,Opti Camera,Opti Camera,Opti Camera,Opti Camera,Opti Camera,Opti Camera,Opti Camera,Opti Camera,Opti Camera,Opti Camera,Opti Camera,Opti Camera,Opti Camera,Opti Camera,Opti Camera,Opti Camera,Opti Camera,Opti Camera,Opti Camera,Opti Camera,Opti Camera,Opti Camera,Opti Camera,Opti Camera,Opti Camera,Opti Camera,Opti Camera,Opti Camera,Opti Camera,Opti Camera,Opti Camera,Opti Camera,Opti Camera,Opti Camera,Opti Camera,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,center cam,center cam,center cam,center cam,center cam,center cam,center cam,center cam,center cam,center cam,center cam,center cam,center cam,center cam,center cam,center cam,center cam,center cam,center cam,center cam,center cam,center cam,center cam,center cam,center cam,center cam,center cam,center cam,center cam,center cam,center cam,center cam,center cam,center cam,center cam,center cam,center cam,center cam,center cam,center cam,center cam,center cam,center cam,center cam,center cam,center cam,center cam,center cam,c-arm,c-arm,c-arm,c-arm,c-arm,c-arm,c-arm,c-arm,c-arm:Marker1,c-arm:Marker1,c-arm:Marker1,c-arm:Marker1,c-arm:Marker2,c-arm:Marker2,c-arm:Marker2,c-arm:Marker2,c-arm:Marker3,c-arm:Marker3,c-arm:Marker3,c-arm:Marker3,c-arm:Marker4,c-arm:Marker4,c-arm:Marker4,c-arm:Marker4,c-arm:Marker5,c-arm:Marker5,c-arm:Marker5,c-arm:Marker5,c-arm:Marker6,c-arm:Marker6,c-arm:Marker6,c-arm:Marker6,probe,probe,probe,probe,probe,probe,probe,probe,probe:Marker1,probe:Marker1,probe:Marker1,probe:Marker1,probe:Marker2,probe:Marker2,probe:Marker2,probe:Marker2,probe:Marker3,probe:Marker3,probe:Marker3,probe:Marker3,probe:Marker4,probe:Marker4,probe:Marker4,probe:Marker4,tool,tool,tool,tool,tool,tool,tool,tool,tool:Marker1,tool:Marker1,tool:Marker1,tool:Marker1,tool:Marker2,tool:Marker2,tool:Marker2,tool:Marker2,tool:Marker3,tool:Marker3,tool:Marker3,tool:Marker3,tool:Marker4,tool:Marker4,tool:Marker4,tool:Marker4,c-arm:Marker1 PC,c-arm:Marker1 PC,c-arm:Marker1 PC,c-arm:Marker2 PC,c-arm:Marker2 PC,c-arm:Marker2 PC,c-arm:Marker3 PC,c-arm:Marker3 PC,c-arm:Marker3 PC,c-arm:Marker4 PC,c-arm:Marker4 PC,c-arm:Marker4 PC,c-arm:Marker5 PC,c-arm:Marker5 PC,c-arm:Marker5 PC,c-arm:Marker6 PC,c-arm:Marker6 PC,c-arm:Marker6 PC,probe:Marker1 PC,probe:Marker1 PC,probe:Marker1 PC,probe:Marker2 PC,probe:Marker2 PC,probe:Marker2 PC,probe:Marker3 PC,probe:Marker3 PC,probe:Marker3 PC,probe:Marker4 PC,probe:Marker4 PC,probe:Marker4 PC,tool:Marker1 PC,tool:Marker1 PC,tool:Marker1 PC,tool:Marker2 PC,tool:Marker2 PC,tool:Marker2 PC,tool:Marker3 PC,tool:Marker3 PC,tool:Marker3 PC,tool:Marker4 PC,tool:Marker4 PC,tool:Marker4 PC
,ID,v120 0,v120 0,v120 0,v120 0,v120 0,v120 0,v120 0,v120 0,v120 0,v120 0,v120 0,v120 0,v120 0,v120 0,v120 0,v120 0,v120 1,v120 1,v120 1,v120 1,v120 1,v120 1,v120 1,v120 1,v120 1,v120 1,v120 1,v120 1,v120 1,v120 1,v120 1,v120 1,v120 2,v120 2,v120 2,v120 2,v120 2,v120 2,v120 2,v120 2,v120 2,v120 2,v120 2,v120 2,v120 2,v120 2,v120 2,v120 2,2e37eef81c58c19c4b7a7bc653a411ee,2e37eef81c58c19c4b7a7bc653a411ee,2e37eef81c58c19c4b7a7bc653a411ee,2e37eef81c58c19c4b7a7bc653a411ee,2e37eef81c58c19c4b7a7bc653a411ee,2e37eef81c58c19c4b7a7bc653a411ee,2e37eef81c58c19c4b7a7bc653a411ee,01001011011110100111101111000110010100111010010000010001111011100010111000110111111011101111100000011100010110001100000110011100,01001011011110100111101111000110010100111010010000010001111011100010111000110111111011101111100000011100010110001100000110011100,01001011011110100111101111000110010100111010010000010001111011100010111000110111111011101111100000011100010110001100000110011100,01001011011110100111101111000110010100111010010000010001111011100010111000110111111011101111100000011100010110001100000110011100,01001011011110100111101111000110010100111010010000010001111011100010111000110111111011101111100000011100010110001100000110011100,01001011011110100111101111000110010100111010010000010001111011100010111000110111111011101111100000011100010110001100000110011100,01001011011110100111101111000110010100111010010000010001111011100010111000110111111011101111100000011100010110001100000110011100,01001011011110100111101111000110010100111010010000010001111011100010111000110111111011101111100000011100010110001100000110011100,01001011011110100111101111000110010100111010010000010001111011100010111000110111111011101111100000011100010110001100000110011100,01001011011110100111101111000110010100111010010000010001111011100010111000110111111011101111100000011100010110001100000110011100,01001011011110100111101111000110010100111010010000010001111011100010111000110111111011101111100000011100010110001100000110011100,01001011011110100111101111000110010100111010010000010001111011100010111000110111111011101111100000011100010110001100000110011100,01001011011110100111101111000110010100111010010000010001111011100010111000110111111011101111100000011100010110001100000110011100,01001011011110100111101111000110010100111010010000010001111011100010111000110111111011101111100000011100010110001100000110011100,01001011011110100111101111000110010100111010010000010001111011100010111000110111111011101111100000011100010110001100000110011100,01001011011110100111101111000110010100111010010000010001111011100010111000110111111011101111100000011100010110001100000110011100,01001011011110100111101111000110010100111010010000010001111011100010111000110111111011101111100000011100010110001100000110011100,01001011011110100111101111000110010100111010010000010001111011100010111000110111111011101111100000011100010110001100000110011100,01001011011110100111101111000110010100111010010000010001111011100010111000110111111011101111100000011100010110001100000110011100,01001011011110100111101111000110010100111010010000010001111011100010111000110111111011101111100000011100010110001100000110011100,01001011011110100111101111000110010100111010010000010001111011100010111000110111111011101111100000011100010110001100000110011100,01001011011110100111101111000110010100111010010000010001111011100010111000110111111011101111100000011100010110001100000110011100,01001011011110100111101111000110010100111010010000010001111011100010111000110111111011101111100000011100010110001100000110011100,01001011011110100111101111000110010100111010010000010001111011100010111000110111111011101111100000011100010110001100000110011100,01001011011110100111101111000110010100111010010000010001111011100010111000110111111011101111100000011100010110001100000110011100,2e37eef81c58c19c34a30c9b53a711ee,2e37eef81c58c19c34a30c9b53a711ee,2e37eef81c58c19c34a30c9b53a711ee,2e37eef81c58c19c34a30c9b53a711ee,2e37eef81c58c19c34a30c9b53a711ee,2e37eef81c58c19c34a30c9b53a711ee,2e37eef81c58c19c34a30c9b53a711ee,00110100101000110000110010011011010100111010011100010001111011100010111000110111111011101111100000011100010110001100000110011100,00110100101000110000110010011011010100111010011100010001111011100010111000110111111011101111100000011100010110001100000110011100,00110100101000110000110010011011010100111010011100010001111011100010111000110111111011101111100000011100010110001100000110011100,00110100101000110000110010011011010100111010011100010001111011100010111000110111111011101111100000011100010110001100000110011100,00110100101000110000110010011011010100111010011100010001111011100010111000110111111011101111100000011100010110001100000110011100,00110100101000110000110010011011010100111010011100010001111011100010111000110111111011101111100000011100010110001100000110011100,00110100101000110000110010011011010100111010011100010001111011100010111000110111111011101111100000011100010110001100000110011100,00110100101000110000110010011011010100111010011100010001111011100010111000110111111011101111100000011100010110001100000110011100,00110100101000110000110010011011010100111010011100010001111011100010111000110111111011101111100000011100010110001100000110011100,00110100101000110000110010011011010100111010011100010001111011100010111000110111111011101111100000011100010110001100000110011100,00110100101000110000110010011011010100111010011100010001111011100010111000110111111011101111100000011100010110001100000110011100,00110100101000110000110010011011010100111010011100010001111011100010111000110111111011101111100000011100010110001100000110011100,00110100101000110000110010011011010100111010011100010001111011100010111000110111111011101111100000011100010110001100000110011100,00110100101000110000110010011011010100111010011100010001111011100010111000110111111011101111100000011100010110001100000110011100,00110100101000110000110010011011010100111010011100010001111011100010111000110111111011101111100000011100010110001100000110011100,00110100101000110000110010011011010100111010011100010001111011100010111000110111111011101111100000011100010110001100000110011100,00110100101000110000110010011011010100111010011100010001111011100010111000110111111011101111100000011100010110001100000110011100,2e37eef81c58c19ce54b34fb53ac11ee,2e37eef81c58c19ce54b34fb53ac11ee,2e37eef81c58c19ce54b34fb53ac11ee,2e37eef81c58c19ce54b34fb53ac11ee,2e37eef81c58c19ce54b34fb53ac11ee,2e37eef81c58c19ce54b34fb53ac11ee,2e37eef81c58c19ce54b34fb53ac11ee,11100101010010110011010011111011010100111010110000010001111011100010111000110111111011101111100000011100010110001100000110011100,11100101010010110011010011111011010100111010110000010001111011100010111000110111111011101111100000011100010110001100000110011100,11100101010010110011010011111011010100111010110000010001111011100010111000110111111011101111100000011100010110001100000110011100,11100101010010110011010011111011010100111010110000010001111011100010111000110111111011101111100000011100010110001100000110011100,11100101010010110011010011111011010100111010110000010001111011100010111000110111111011101111100000011100010110001100000110011100,11100101010010110011010011111011010100111010110000010001111011100010111000110111111011101111100000011100010110001100000110011100,11100101010010110011010011111011010100111010110000010001111011100010111000110111111011101111100000011100010110001100000110011100,11100101010010110011010011111011010100111010110000010001111011100010111000110111111011101111100000011100010110001100000110011100,11100101010010110011010011111011010100111010110000010001111011100010111000110111111011101111100000011100010110001100000110011100,11100101010010110011010011111011010100111010110000010001111011100010111000110111111011101111100000011100010110001100000110011100,11100101010010110011010011111011010100111010110000010001111011100010111000110111111011101111100000011100010110001100000110011100,11100101010010110011010011111011010100111010110000010001111011100010111000110111111011101111100000011100010110001100000110011100,11100101010010110011010011111011010100111010110000010001111011100010111000110111111011101111100000011100010110001100000110011100,11100101010010110011010011111011010100111010110000010001111011100010111000110111111011101111100000011100010110001100000110011100,11100101010010110011010011111011010100111010110000010001111011100010111000110111111011101111100000011100010110001100000110011100,11100101010010110011010011111011010100111010110000010001111011100010111000110111111011101111100000011100010110001100000110011100,11100101010010110011010011111011010100111010110000010001111011100010111000110111111011101111100000011100010110001100000110011100,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,256,257,258,259,260,261,262,263,264,265,266,267,512,513,514,515,516,517,518,519,520,521,522,523
,,Mat Cam2WS,Mat Cam2WS,Mat Cam2WS,Mat Cam2WS,Mat Cam2WS,Mat Cam2WS,Mat Cam2WS,Mat Cam2WS,Mat Cam2WS,Mat Cam2WS,Mat Cam2WS,Mat Cam2WS,Mat Cam2WS,Mat Cam2WS,Mat Cam2WS,Mat Cam2WS,Mat Cam2WS,Mat Cam2WS,Mat Cam2WS,Mat Cam2WS,Mat Cam2WS,Mat Cam2WS,Mat Cam2WS,Mat Cam2WS,Mat Cam2WS,Mat Cam2WS,Mat Cam2WS,Mat Cam2WS,Mat Cam2WS,Mat Cam2WS,Mat Cam2WS,Mat Cam2WS,Mat Cam2WS,Mat Cam2WS,Mat Cam2WS,Mat Cam2WS,Mat Cam2WS,Mat Cam2WS,Mat Cam2WS,Mat Cam2WS,Mat Cam2WS,Mat Cam2WS,Mat Cam2WS,Mat Cam2WS,Mat Cam2WS,Mat Cam2WS,Mat Cam2WS,Mat Cam2WS,Quaternion,Quaternion,Quaternion,Quaternion,TVec,TVec,TVec,Mean Marker Error,Position,Position,Position,Quality,Position,Position,Position,Quality,Position,Position,Position,Quality,Position,Position,Position,Quality,Position,Position,Position,Quality,Position,Position,Position,Quality,Quaternion,Quaternion,Quaternion,Quaternion,TVec,TVec,TVec,Mean Marker Error,Position,Position,Position,Quality,Position,Position,Position,Quality,Position,Position,Position,Quality,Position,Position,Position,Quality,Quaternion,Quaternion,Quaternion,Quaternion,TVec,TVec,TVec,Mean Marker Error,Position,Position,Position,Quality,Position,Position,Position,Quality,Position,Position,Position,Quality,Position,Position,Position,Quality,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time,mat[0],mat[1],mat[2],mat[3],mat[4],mat[5],mat[6],mat[7],mat[8],mat[9],mat[10],mat[11],mat[12],mat[13],mat[14],mat[15],mat[0],mat[1],mat[2],mat[3],mat[4],mat[5],mat[6],mat[7],mat[8],mat[9],mat[10],mat[11],mat[12],mat[13],mat[14],mat[15],mat[0],mat[1],mat[2],mat[3],mat[4],mat[5],mat[6],mat[7],mat[8],mat[9],mat[10],mat[11],mat[12],mat[13],mat[14],mat[15],X,Y,Z,W,X,Y,Z,error,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,W,X,Y,Z,error,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,W,X,Y,Z,error,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,1695314390,-1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,-0.996233,0.000854,0.086710,0.000000,0.001062,0.999997,0.002355,0.000000,-0.086707,0.002438,-0.996231,0.000000,-0.251251,-0.000325,0.001661,1.000000,-0.996303,0.002203,-0.085877,0.000000,0.002115,0.999997,0.001113,0.000000,0.085879,0.000927,-0.996305,0.000000,0.250902,0.000156,0.001465,1.000000,0.000383,0.031440,0.067601,-0.997217,0.083738,0.299977,1.250406,0.000357,0.135151,0.351382,1.234156,1.000000,0.057328,0.365025,1.223255,1.000000,-0.002426,0.301119,1.243826,1.000000,0.059176,0.251851,1.266830,1.000000,0.117474,0.239430,1.276668,1.000000,0.135723,0.291055,1.257701,1.000000,-0.000000,0.000000,0.000000,-1.000000,-0.000000,0.000000,0.000000,-1.000000,-0.000048,0.019019,0.124404,0.000000,0.000175,0.019019,0.174199,0.000000,0.030362,0.019019,0.224096,0.000000,-0.029440,0.019019,0.258862,0.000000,-0.000000,0.000000,0.000000,-1.000000,-0.000000,0.000000,0.000000,-1.000000,-0.002544,0.049798,0.034375,0.000000,0.038647,0.006792,0.012837,0.000000,0.006297,-0.040068,-0.027145,0.000000,-0.042399,-0.016522,-0.020067,0.000000,0.135125,0.351384,1.233986,0.057336,0.365072,1.223268,-0.002414,0.301054,1.243490,0.059174,0.251930,1.267647,0.117494,0.239435,1.276911,0.135741,0.291040,1.257577,100000.000000,100000.000000,100000.000000,100000.000000,100000.000000,100000.000000,100000.000000,100000.000000,100000.000000,100000.000000,100000.000000,100000.000000,100000.000000,100000.000000,100000.000000,100000.000000,100000.000000,100000.000000,100000.000000,100000.000000,100000.000000,100000.000000,100000.000000,100000.000000
2,1695314390,-1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,-0.996233,0.000854,0.086710,0.000000,0.001062,0.999997,0.002355,0.000000,-0.086707,0.002438,-0.996231,0.000000,-0.251251,-0.000325,0.001661,1.000000,-0.996303,0.002203,-0.085877,0.000000,0.002115,0.999997,0.001113,0.000000,0.085879,0.000927,-0.996305,0.000000,0.250902,0.000156,0.001465,1.000000,0.000351,0.031564,0.067546,-0.997217,0.083750,0.299974,1.250390,0.000355,0.135162,0.351386,1.234155,1.000000,0.057340,0.365020,1.223235,1.000000,-0.002412,0.301106,1.243788,1.000000,0.059189,0.251845,1.266805,1.000000,0.117486,0.239430,1.276658,1.000000,0.135735,0.291058,1.257698,1.000000,-0.000000,0.000000,0.000000,-1.000000,-0.000000,0.000000,0.000000,-1.000000,-0.000048,0.019019,0.124404,0.000000,0.000175,0.019019,0.174199,0.000000,0.030362,0.019019,0.224096,0.000000,-0.029440,0.019019,0.258862,0.000000,-0.000000,0.000000,0.000000,-1.000000,-0.000000,0.000000,0.000000,-1.000000,-0.002544,0.049798,0.034375,0.000000,0.038647,0.006792,0.012837,0.000000,0.006297,-0.040068,-0.027145,0.000000,-0.042399,-0.016522,-0.020067,0.000000,0.135134,0.351384,1.233962,0.057348,0.365068,1.223248,-0.002397,0.301040,1.243450,0.059191,0.251933,1.267642,0.117509,0.239430,1.276886,0.135745,0.291039,1.257576,100000.000000,100000.000000,100000.000000,100000.000000,100000.000000,100000.000000,100000.000000,100000.000000,100000.000000,100000.000000,100000.000000,100000.000000,100000.000000,100000.000000,100000.000000,100000.000000,100000.000000,100000.000000,100000.000000,100000.000000,100000.000000,100000.000000,100000.000000,100000.000000
4,1695314390,-1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,-0.996233,0.000854,0.086710,0.000000,0.001062,0.999997,0.002355,0.000000,-0.086707,0.002438,-0.996231,0.000000,-0.251251,-0.000325,0.001661,1.000000,-0.996303,0.002203,-0.085877,0.000000,0.002115,0.999997,0.001113,0.000000,0.085879,0.000927,-0.996305,0.000000,0.250902,0.000156,0.001465,1.000000,0.000334,0.031652,0.067536,-0.997215,0.083746,0.299980,1.250399,0.000356,0.135160,0.351393,1.234175,1.000000,0.057340,0.365026,1.223241,1.000000,-0.002415,0.301111,1.243782,1.000000,0.059183,0.251850,1.266809,1.000000,0.117479,0.239436,1.276672,1.000000,0.135730,0.291065,1.257716,1.000000,-0.000000,0.000000,0.000000,-1.000000,-0.000000,0.000000,0.000000,-1.000000,-0.000048,0.019019,0.124404,0.000000,0.000175,0.019019,0.174199,0.000000,0.030362,0.019019,0.224096,0.000000,-0.029440,0.019019,0.258862,0.000000,-0.000000,0.000000,0.000000,-1.000000,-0.000000,0.000000,0.000000,-1.000000,-0.002544,0.049798,0.034375,0.000000,0.038647,0.006792,0.012837,0.000000,0.006297,-0.040068,-0.027145,0.000000,-0.042399,-0.016522,-0.020067,0.000000,0.135138,0.351404,1.233994,0.057345,0.365075,1.223262,-0.002399,0.301042,1.243451,0.059179,0.251936,1.267631,0.117495,0.239434,1.276936,0.135747,0.291049,1.257587,100000.000000,100000.000000,100000.000000,100000.000000,100000.000000,100000.000000,100000.000000,100000.000000,100000.000000,100000.000000,100000.000000,100000.000000,100000.000000,100000.000000,100000.000000,100000.000000,100000.000000,100000.000000,100000.000000,100000.000000,100000.000000,100000.000000,100000.000000,100000.000000
6,1695314390,-1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,-0.996233,0.000854,0.086710,0.000000,0.001062,0.999997,0.002355,0.000000,-0.086707,0.002438,-0.996231,0.000000,-0.251251,-0.000325,0.001661,1.000000,-0.996303,0.002203,-0.085877,0.000000,0.002115,0.999997,0.001113,0.000000,0.085879,0.000927,-0.996305,0.000000,0.250902,0.000156,0.001465,1.000000,0.000265,0.031687,0.067537,-0.997213,0.083733,0.299973,1.250411,0.000358,0.135148,0.351389,1.234197,1.000000,0.057328,0.365023,1.223259,1.000000,-0.002428,0.301105,1.243787,1.000000,0.059169,0.251841,1.266812,1.000000,0.117464,0.239426,1.276678,1.000000,0.135716,0.291057,1.257730,1.000000,-0.000000,0.000000,0.000000,-1.000000,-0.000000,0.000000,0.000000,-1.000000,-0.000048,0.019019,0.124404,0.000000,0.000175,0.019019,0.174199,0.000000,0.030362,0.019019,0.224096,0.000000,-0.029440,0.019019,0.258862,0.000000,-0.000000,0.000000,0.000000,-1.000000,-0.000000,0.000000,0.000000,-1.000000,-0.002544,0.049798,0.034375,0.000000,0.038647,0.006792,0.012837,0.000000,0.006297,-0.040068,-0.027145,0.000000,-0.042399,-0.016522,-0.020067,0.000000,0.135122,0.351389,1.233997,0.057331,0.365070,1.223274,-0.002410,0.301035,1.243446,0.059170,0.251931,1.267628,0.117487,0.239427,1.276954,0.135726,0.291036,1.257605,100000.000000,100000.000000,100000.000000,100000.000000,100000.000000,100000.000000,100000.000000,100000.000000,100000.000000,100000.000000,100000.000000,100000.000000,100000.000000,100000.000000,100000.000000,100000.000000,100000.000000,100000.000000,100000.000000,100000.000000,100000.000000,100000.000000,100000.000000,100000.000000
8,1695314390,-1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,-0.996233,0.000854,0.086710,0.000000,0.001062,0.999997,0.002355,0.000000,-0.086707,0.002438,-0.996231,0.000000,-0.251251,-0.000325,0.001661,1.000000,-0.996303,0.002203,-0.085877,0.000000,0.002115,0.999997,0.001113,0.000000,0.085879,0.000927,-0.996305,0.000000,0.250902,0.000156,0.001465,1.000000,0.000341,0.031552,0.067571,-0.997215,0.083730,0.299975,1.250418,0.000357,0.135144,0.351385,1.234183,1.000000,0.057323,0.365023,1.223266,1.000000,-0.002432,0.301112,1.243818,1.000000,0.059167,0.251847,1.266833,1.000000,0.117464,0.239429,1.276684,1.000000,0.135715,0.291057,1.257725,1.000000,-0.000000,0.000000,0.000000,-1.000000,-0.000000,0.000000,0.000000,-1.000000,-0.000048,0.019019,0.124404,0.000000,0.000175,0.019019,0.174199,0.000000,0.030362,0.019019,0.224096,0.000000,-0.029440,0.019019,0.258862,0.000000,-0.000000,0.000000,0.000000,-1.000000,-0.000000,0.000000,0.000000,-1.000000,-0.002544,0.049798,0.034375,0.000000,0.038647,0.006792,0.012837,0.000000,0.006297,-0.040068,-0.027145,0.000000,-0.042399,-0.016522,-0.020067,0.000000,0.135119,0.351393,1.233997,0.057331,0.365068,1.223277,-0.002419,0.301047,1.243495,0.059167,0.251928,1.267647,0.117476,0.239424,1.276903,0.135731,0.291039,1.257599,100000.000000,100000.000000,100000.000000,100000.000000,100000.000000,100000.000000,100000.000000,100000.000000,100000.000000,100000.000000,100000.000000,100000.000000,100000.000000,100000.000000,100000.000000,100000.000000,100000.000000,100000.000000,100000.000000,100000.000000,100000.000000,100000.000000,100000.000000,100000.000000
10,1695314391,-1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,-0.996233,0.000854,0.086710,0.000000,0.001062,0.999997,0.002355,0.000000,-0.086707,0.002438,-0.996231,0.000000,-0.251251,-0.000325,0.001661,1.000000,-0.996303,0.002203,-0.085877,0.000000,0.002115,0.999997,0.001113,0.000000,0.085879,0.000927,-0.996305,0.000000,0.250902,0.000156,0.001465,1.000000,0.000284,0.031632,0.067551,-0.997214,0.083736,0.299975,1.250417,0.000359,0.135150,0.351388,1.234195,1.000000,0.057330,0.365024,1.223266,1.000000,-0.002425,0.301108,1.243803,1.000000,0.059172,0.251843,1.266822,1.000000,0.117468,0.239427,1.276682,1.000000,0.135719,0.291057,1.257731,1.000000,-0.000000,0.000000,0.000000,-1.000000,-0.000000,0.000000,0.000000,-1.000000,-0.000048,0.019019,0.124404,0.000000,0.000175,0.019019,0.174199,0.000000,0.030362,0.019019,0.224096,0.000000,-0.029440,0.019019,0.258862,0.000000,-0.000000,0.000000,0.000000,-1.000000,-0.000000,0.000000,0.000000,-1.000000,-0.002544,0.049798,0.034375,0.000000,0.038647,0.006792,0.012837,0.000000,0.006297,-0.040068,-0.027145,0.000000,-0.042399,-0.016522,-0.020067,0.000000,0.135126,0.351389,1.234008,0.057335,0.365076,1.223283,-0.002409,0.301040,1.243470,0.059167,0.251927,1.267657,0.117484,0.239425,1.276942,0.135740,0.291046,1.257597,100000.000000,100000.000000,100000.000000,100000.000000,100000.000000,100000.000000,100000.000000,100000.000000,100000.000000,100000.000000,100000.000000,100000.000000,100000.000000,100000.000000,100000.000000,100000.000000,100000.000000,100000.000000,100000.000000,100000.000000,100000.000000,100000.000000,100000.000000,100000.000000
